controller,time_s,x_m,y_m,speed_mps,yaw_rad,accel_command_mps2,steer_command_rad,speed_command_mps,cross_track_error_m,heading_error_rad,controller_update_ms,controller_iterations,controller_status,progress_m,lap_count,collision
Pure Pursuit,1.310000000000001,0.7347165081027957,2.574819287155725,3.9910422045989953,1.7900098460248166,8.0,0.06970672774323264,4.7910422045989955,0.07684298536241739,0.040388163178051606,0.05689999999969331,0,not_applicable,2.7992586,0,0
Pure Pursuit,1.410000000000001,0.6349300581385762,2.9783555888894173,4.299555415889138,1.861403253775687,8.0,0.05626940669442835,5.099555415889138,0.07906425958768111,0.001985292383837045,0.05479999999957741,0,not_applicable,3.1991527,0,0
Pure Pursuit,1.5100000000000011,0.5013454324320121,3.4044716537431285,4.60806862717928,1.918866801352314,8.0,0.041561953658540964,5.40806862717928,0.07117707174104268,0.022146414864153918,0.05709999999981008,0,not_applicable,3.5990468,0,0
Pure Pursuit,1.6100000000000012,0.3366229388016878,3.8525827318024475,4.916581838469423,1.9625227505025837,8.0,0.04133913866581915,5.7165818384694225,0.10571566120876916,0.0320944073874303,0.059100000000089636,0,not_applicable,3.9989409,0,0
Pure Pursuit,1.7100000000000013,0.14060686787458287,4.321545881257369,5.225095049759565,2.007722701325667,8.0,0.042581258481440426,6.025095049759565,0.06561376028103252,0.025940826644342607,0.060599999999855214,0,not_applicable,4.598782,0,0
Pure Pursuit,1.8100000000000014,-0.08849341149846575,4.809575254126861,5.533608261049707,2.0541402070646786,8.0,0.040132053976347094,6.333608261049707,0.09871992230187625,0.019936165903462033,0.05070000000007013,0,not_applicable,5.1986231,0,0
Pure Pursuit,1.9100000000000015,-0.3528955398995868,5.31451543870967,5.84212147233985,2.1010856805547133,7.1914062766015086,0.041639218951505665,6.5612621,0.10844137096939503,0.03126672124882335,0.05429999999995161,0,not_applicable,5.5985172,0,0
Pure Pursuit,2.010000000000001,-0.6539728604066515,5.832511847132652,6.119451952850651,2.1496423593469567,4.229122471493492,0.04694916602650331,6.5423642,0.10780440931598413,0.025281609680291695,0.06149999999971456,0,not_applicable,6.1983584,0,0
Pure Pursuit,2.109999999999999,-0.9902287999804683,6.354232317125868,6.28254447217812,2.204334111067436,2.254910278218798,0.053783614459968966,6.5080355,0.12409793843075614,0.004885615892216588,0.06159999999999499,0,not_applicable,6.9981465,0,0
Pure Pursuit,2.209999999999997,-1.3595508011750308,6.868170386317393,6.369503173566175,2.2654144660726083,1.0749782643382488,0.060473093962076264,6.477001,0.1163648722563153,0.008124171380385903,0.056299999999787076,0,not_applicable,7.5979877,0,0
Pure Pursuit,2.3099999999999947,-1.7610795077375982,7.365381912152589,6.410958798115937,2.3308067514636277,0.44815501884063025,0.06582323730749318,6.4557743,0.11844737693364528,0.016877775561950248,0.05689999999969331,0,not_applicable,8.1978288,0,0
Pure Pursuit,2.4099999999999926,-2.196157048495646,7.837304418500026,6.428241516118227,2.4198686920499726,0.2814958388177313,0.055839327588014444,6.4563911,0.12772797147330972,0.0523347104860612,0.060200000000065756,0,not_applicable,8.7976699,0,0
Pure Pursuit,2.5099999999999905,-2.6691173488181335,8.273252536223326,6.439097164268035,2.5149331162513175,0.3667163573196497,0.02438510303307863,6.4757688,0.13094184837012365,0.09687073549711078,0.0560999999996703,0,not_applicable,9.3975111,0,0
